"","lat","lon","direction","filename","gps_frame_pos","frameIdx","road_lin","road_quad","road_both"
"21",31.7956,35.1686,1,"JET_83-108-70_U_CL_MX_3.9_23205_0.mat",1032,49701,-0.0454436996020372,-0.00324443308636547,-2.20664722658693
"22",31.7956,35.1686,1,"JET_83-108-70_U_OC_MX_3.9_23451_0.mat",246,16105,-0.0369748509488998,-0.00280167581513524,-1.86016734503209
"23",31.7592,35.1932,1,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3437,131427,0.0194516951218247,0.000633078627288341,0.642265353351831
"24",31.7592,35.1932,1,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",466,25727,-0.00239409310743204,0.000506756361573932,0.154820682480932
"25",31.7592,35.1932,1,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4291,156481,0.037001033872366,0.00094659999012947,1.11866067349911
"26",31.7592,35.1932,1,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2698,307893,-0.0121969643980263,0.00124252028763294,0.253068827092649
"27",31.7592,35.1932,1,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5752,232439,0.0437646984122693,-1.43270008265969e-05,0.869563167914748
"28",31.7592,35.1932,1,"JET_58_425_73_D_CL_MX_3.9_26338_12.mat",361,21689,-0.0302579798735676,0.00155216129496693,0.0157049205154208
"29",31.7592,35.1932,1,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1369,50741,0,0,0
"30",31.7592,35.1932,1,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",576,89657,0.0418919122777879,0.000246245879679919,0.936336597427725
"31",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11315,408585,0.0247040215879678,0.000734446570277216,0.787859059870242
"32",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_23199_6.mat",1731,295461,-0.0123193169943988,0.000772242899984121,0.0625108201056718
"33",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_23564_5.mat",795,29475,-0.0212788116186856,0.000810360535979268,-0.101432017982005
"34",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",788,29239,0.0172176302410662,0.00150155229493976,0.944973522797227
"35",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1924,97053,0.0193914957344531,0.00259580835700035,1.4261532574892
"36",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",514,20681,0.0363129107281564,7.92453065514594e-05,0.757956337183712
"37",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",5627,207701,0.0489698785357177,-2.75983475148685e-05,0.968358231708407
"38",31.7592,35.1932,1,"JET_83-108-70_D_CL_MX_3.9_25154_4.mat",2501,172973,0.039920373726636,0.00259966915473342,1.83827513642609
"39",31.7592,35.1932,1,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",1003,81933,0.0317512574605642,0.00136599550023675,1.18142334930599
"40",31.7592,35.1932,1,"JET_83-108-70_D_OC_MX_3.9_26346_2.mat",320,31933,-0.00751568106934428,0.00194352259859443,0.627095418050885
"41",31.7592,35.1932,1,"JET_83-108-70_D_RN_MX_3.9_26395_2.mat",1272,54289,0.00481502870097745,0.00177285028621555,0.805440688505767
"42",31.7592,35.1932,1,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3835,142797,0.0543877873569727,-9.35066491365441e-05,1.05035308748484
"43",31.7592,35.1932,1,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",469,18233,0.033508039265871,0.00125985965132713,1.17410464584827
"44",31.7802,35.1952,1,"JET-58-425-73_D_CL_UR_3.9_22257_20.mat",3319,126987,0.016184911876917,-0.0011058934032917,-0.118659123778342
"45",31.7802,35.1952,1,"JET_58-425-73_D_CL_MX_3.9_23716_1.mat",245,17735,-0.0180138129740953,-0.00095268152654171,-0.74134887009859
"46",31.7802,35.1952,1,"JET_58-425-73_D_CL_MX_3.9_27622_0.mat",4163,151869,-0.00256611965596671,-0.00102763064205647,-0.462374649941921
"47",31.7802,35.1952,1,"JET_58-425-73_D_CL_MX_3.9_27622_1.mat",2564,303069,0.00493644336238512,-0.000614732969552281,-0.14716432057321
"48",31.7802,35.1952,1,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",388,32643,-0.00790470037609338,-0.00100609194487333,-0.560530785471201
"49",31.7802,35.1952,1,"JET_58-425-73_D_OC_MX_3.9_26582_3.mat",6378,336561,0.014207560569048,-0.000418040901422501,0.116934850811959
"50",31.7802,35.1952,1,"JET_58-425-73_D_OC_MX_3.9_26582_4.mat",396,16401,-0.0267323380336166,-0.00104172248393297,-0.95133575424552
"51",31.7802,35.1952,1,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",5608,227255,0.00240260297432543,-0.000745092052966356,-0.249984761700034
"52",31.7802,35.1952,1,"JET_58_425_73_D_CL_MX_3.9_26338_7.mat",1231,45773,-0.0230894044041635,-0.000195406377315518,-0.539950639009477
"53",31.7802,35.1952,1,"JET_58_425_73_D_CL_MX_3.9_26489_1.mat",436,84617,0.00958511680364606,-0.000820152461528777,-0.13635864853859
"54",31.7802,35.1952,1,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",7210,329771,0.0340311198495329,-0.000685013365000487,0.406617050990462
"55",31.7802,35.1952,1,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11202,404497,0.0155333743430675,-0.00162032293155789,-0.337461685761809
"56",31.7802,35.1952,1,"JET_83-108-70_D_CL_MX_3.9_23504_7.mat",336,16811,-0.0128710869699716,-0.00104453973472118,-0.675237633287906
"57",31.7802,35.1952,1,"JET_83-108-70_D_CL_MX_3.9_23702_1.mat",656,24487,0.022315445356071,-0.00109422113746405,0.00862045213580159
"58",31.7802,35.1952,1,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",1814,93097,0.0299586879089475,-0.00128389243036509,0.0856167860329151
"59",31.7802,35.1952,1,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",392,16269,-0.0063568143174052,-0.00108224246650934,-0.560033272951841
"60",31.7802,35.1952,1,"JET_83-108-70_D_CL_MX_3.9_25154_4.mat",2376,168473,0.0350686591118575,-0.00190018676221371,-0.0587015226483339
"61",31.7802,35.1952,1,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",2708,286113,0.0101260509341955,-0.000535262748599053,-0.0115840807557105
"62",31.7802,35.1952,1,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",886,77717,0.0298687478527427,-0.00167381297796965,-0.0721502341330051
"63",31.7802,35.1952,1,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4472,164063,0.0108957767486573,-0.00129437446594238,-0.299834251403808
"64",31.7802,35.1952,1,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",3723,138749,0.0503715135157108,-0.00152956321835518,0.395604982972145
"65",31.7802,35.1952,1,"JET_83-108-70_n_CL_UR_3.9_22749_3.mat",44,27109,0.0329051340930164,-0.000525688286870718,0.447827367112041
"66",31.7802,35.1952,1,"JET_83-168-70_D_CL_MX_3.9_22357_7.mat",326,13049,-0.00479375068098311,-0.000650572590529918,-0.356104049831629
"67",31.7944,35.1674,2,"JET_58-425-73_D_CL_MX_3.9_1_26619_5.mat",2164,388821,0.0115699311718344,-0.000431652180850504,0.0587377510964864
"68",31.7944,35.1674,2,"JET_58-425-73_D_CL_MX_3.9_23645_0.mat",1153,45055,-0.00488783661276075,-0.00210227351635695,-0.938666138797996
"69",31.7944,35.1674,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",1987,91595,-0.00496493345126507,-0.000317026395350695,-0.22610922716558
"70",31.7944,35.1674,2,"JET_58-425-73_D_OC_MX_3.9_23641_2.mat",1368,411757,0.00427093813195815,-0.000372224021703002,-0.0634708460420381
"71",31.7944,35.1674,2,"JET_58-425-73_N_CL_MX_3.9_27624_10.mat",784,30975,-0.019587080553174,-0.000581985339522362,-0.624535746872425
"72",31.7944,35.1674,2,"JET_58_425_73_D_CL_MX_3.9_26354_0.mat",562,22031,-0.0463933981955052,0.00173052027821541,-0.23565985262394
"73",31.7944,35.1674,2,"JET_58_425_73_D_OC_MX_3.9_26349_1.mat",452,17251,-0.0228283662348986,-0.000239213928580284,-0.552252896130085
"74",31.7944,35.1674,2,"JET_58_425_73_D_RN_MX_3.9_26355_0.mat",817,445147,-0.00636723246425385,-0.00017023552209139,-0.195438858121633
"75",31.7944,35.1674,2,"JET_58_425_73_D_RN_MX_3.9_26355_3.mat",836,32789,0,0,0
"76",31.7944,35.1674,2,"JET_58_425_73_N_RN_MX_3.9_26356_3.mat",1955,74989,0,0,0
"77",31.7944,35.1674,2,"JET_83-108-70_D_CL_MX_3.9_1_25155_2.mat",976,38289,-0.00671079196035867,-0.000458685681223868,-0.317690111696721
"78",31.7944,35.1674,2,"JET_83-108-70_D_CL_MX_3.9_23199_7.mat",562,21273,-0.0197545602917671,-0.000406347215175629,-0.557630091905594
"79",31.7944,35.1674,2,"JET_83-108-70_D_CL_MX_3.9_23204_1.mat",485,35137,-0.014809164404869,-0.000625208020210267,-0.546266496181487
"80",31.7944,35.1674,2,"JET_83-108-70_D_CL_MX_3.9_23378_0.mat",2197,92403,0.0205548167228699,2.81929969787598e-05,0.422373533248901
"81",31.7944,35.1674,2,"JET_83-108-70_D_CL_MX_3.9_23537_0.mat",584,22915,-0.0217628715559839,-0.000726656056940558,-0.725919853895902
"82",31.7944,35.1674,2,"JET_83-108-70_D_CL_MX_3.9_23702_8.mat",3524,129989,-0.0227849455550311,-0.000469624064862733,-0.643548537045715
"83",31.7944,35.1674,2,"JET_83-108-70_D_CL_MX_3.9_26434_3.mat",1029,41775,-0.0217781763523816,-0.000801483169198037,-0.756156794726848
"84",31.7944,35.1674,2,"JET_83-108-70_D_OC_MX_3.9_23501_0.mat",714,32639,-0.0429138210602105,-0.00077042868360877,-1.16644789464772
"85",31.7944,35.1674,2,"JET_83-108-70_D_OC_MX_3.9_23560_0.mat",2333,88661,0.00769768841564653,-0.000656688585877418,-0.108721666038037
"86",31.7944,35.1674,2,"JET_83-108-70_D_OC_MX_3.9_26340_0.mat",1408,54269,-0.0140577817335724,-0.000442239455878736,-0.458051417022942
"87",31.7944,35.1674,2,"JET_83-108-70_D_RN_MX_3.9_26258_4.mat",399,115649,-0.0247442580759525,-0.000406991690397263,-0.657681837677955
"88",31.7944,35.1674,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",755,29637,0.00809186436235905,-0.000996189191937447,-0.236638389527798
"89",31.7944,35.1674,2,"JET_83-108-70_U_CL_MX_3.9_23205_0.mat",1050,50349,-0.0100602973252533,-0.000687157735228543,-0.476069040596483
"90",31.7944,35.1674,2,"JET_83-108-70_U_CL_MX_3.9_23377_0.mat",375,14427,-0.00275789909064767,-0.000333735719323159,-0.188652269542217
"91",31.7944,35.1674,2,"JET_83-108-70_U_OC_MX_3.9_23451_0.mat",263,16717,-0.0273570520803332,-0.000487291254103184,-0.742057543247938
"92",31.7558,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",768,46735,-0.00567767862230516,-0.00340900104492903,-1.47715399041772
"93",31.7558,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",1117,59767,-0.00920259878039321,-0.0032302774488926,-1.4761629551649
"94",31.7558,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_3.mat",69,3477,-0.0178035696968435,-0.00346628297120333,-1.7425845824182
"95",31.7558,35.1876,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",6233,249755,-0.0261288567446174,-0.00253744469955563,-1.5375550147146
"96",31.7558,35.1876,2,"JET_58_425_73_D_CL_MX_3.9_26338_12.mat",116,12777,-0.0419501714408399,-0.00186643376946449,-1.58557693660259
"97",31.7558,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8035,359467,0.00360298063606033,-0.00256500672549009,-0.953943077474831
"98",31.7558,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8742,384919,-0.010416136868298,-0.00281046982854605,-1.33251066878438
"99",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11482,414577,0.0127109525725244,-0.0028914650902152,-0.902366984635593
"100",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat",102,9725,0.00673522036522636,-0.00472843553870917,-1.75666980817914
"101",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23378_0.mat",7120,269919,-0.0119338510558007,-0.0029681483283639,-1.42593635246157
"102",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23378_0.mat",7338,277771,0.00863206740468745,-0.00365484040230513,-1.2892948128283
"103",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23455_4.mat",87,6799,-0.0191046652384101,-0.00435748090967536,-2.12508566863835
"104",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23564_6.mat",89,42145,-0.0112726666964591,-0.00332418410107493,-1.55512697435916
"105",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",2021,100549,0.0094572998583317,-0.00282149389386177,-0.939451560378074
"106",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23702_2.mat",123,5649,-0.00102959638461439,-0.00448505999520422,-1.81461592577397
"107",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23712_0.mat",54,7453,-0.00403428710997069,-0.0042973142117262,-1.79961142688989
"108",31.7558,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",6102,224801,-0.000330806989222669,-0.00381575664505363,-1.5329187978059
"109",31.7558,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_0.mat",179,9953,-0.0406577175483107,-0.00346158165484667,-2.19778701290488
"110",31.7558,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",1242,90553,0.0126849289052188,-0.00317608332261443,-1.0167347509414
"111",31.7558,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4813,176627,0.0128315965645016,-0.00322933262214065,-1.03510111756623
"112",31.7558,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_1.mat",464,19127,-0.0357785889878866,-0.00385404657572508,-2.25719041004777
"113",31.7558,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_3.mat",96,4353,-0.0116319695487616,-0.00478109251707793,-2.1450763978064
"114",31.7558,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_5.mat",60,2931,-0.0129667134955523,-0.00363182928413153,-1.71206598356366
"115",31.7558,35.1876,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",4088,151889,0.0408231550827622,-0.00241104979068041,-0.147956814616919
"116",31.756,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",1116,59731,-0.0309192744083703,-0.00304157426580787,-1.83501519449055
"117",31.756,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_3.mat",67,3405,-0.0228970881551503,-0.00402590818703175,-2.06830503791571
"118",31.756,35.1876,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",6232,249719,-0.0420453192666171,-0.00307117309421301,-2.06937562301755
"119",31.756,35.1876,2,"JET_58_425_73_D_CL_MX_3.9_26338_12.mat",114,12689,0.0382066825404762,-0.00428122747689485,-0.948357339948416
"120",31.756,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8033,359415,-0.00805907361209385,-0.00267579592764378,-1.23149984329939
"121",31.756,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8740,384847,0.0105890583246945,-0.00405514799058437,-1.41027802973986
"122",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11481,414545,0.0205668212845917,-0.00328584108501672,-0.903000008314852
"123",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat",100,9653,-0.0132604887709021,-0.00466607976704836,-2.13164168223739
"124",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat",7435,269009,-0.00845279004424788,-0.003615309484303,-1.61517959460616
"125",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat",7658,277145,-0.0209846129640935,-0.00295503903180361,-1.60170787200331
"126",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23378_0.mat",7119,269883,0.000944707076996925,-0.0041006593964994,-1.62136961705982
"127",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23378_0.mat",7337,277751,-0.0209888486191629,-0.00280457828193903,-1.54160828515887
"128",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23455_4.mat",85,6727,-0.023842028994113,-0.00406298181042076,-2.10203330405056
"129",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23564_6.mat",88,42113,-0.0179223265498877,-0.00369720347225666,-1.83732791990042
"130",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",2019,100473,-0.0450723933055996,-0.00468530412763357,-2.77556951716542
"131",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23702_2.mat",121,5561,0.0144236079417166,-0.0047530117444694,-1.61273253895343
"132",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23712_0.mat",52,7397,-0.036245505325496,-0.00392185989767313,-2.29365406557917
"133",31.756,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",6101,224745,-0.0446342250332236,-0.00348210800439119,-2.28552770242095
"134",31.756,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_0.mat",178,9917,0.0109125029295684,-0.0049461480230093,-1.76020915061235
"135",31.756,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",1241,90497,-0.0133735907264054,-0.00296054920181632,-1.45169149525464
"136",31.756,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4811,176567,-0.0389794565737247,-0.00332672521471977,-2.1102792173624
"137",31.756,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_1.mat",463,19091,-0.0625229118391871,-0.00387378130108118,-2.79997075721621
"138",31.756,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_3.mat",94,4281,-0.0490832261741161,-0.00594839826226235,-3.36102382838726
"139",31.756,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_5.mat",59,2895,-0.0616673829033966,-0.00424502696841956,-2.93135844543576
"140",31.756,35.1876,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",4086,151817,-0.0136156669817865,-0.00402645440772176,-1.88289510272443
"141",31.7562,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_11.mat",2607,99117,-0.000881783105432943,-0.00427272450178862,-1.72672546282411
"142",31.7562,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",1114,59663,-0.004417848214507,-0.00378027744591236,-1.60046794265508
"143",31.7562,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_3.mat",66,3385,-0.0198826723732054,-0.00368147669360042,-1.87024412490427
"144",31.7562,35.1876,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",6230,249667,-0.0150008932687341,-0.00321812881156803,-1.58726939000189
"145",31.7562,35.1876,2,"JET_58_425_73_D_CL_MX_3.9_26338_12.mat",112,12617,-0.0775672411546106,-0.00157287437468768,-2.18049457296729
"146",31.7562,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8031,359323,-0.00624708542600291,-0.00390028161928057,-1.68505435623229
"147",31.7562,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8738,384795,0.0050106611102822,-0.0036925207823515,-1.37679509073496
"148",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat",11480,414525,0.0113507270812988,-0.00369882583618164,-1.25251579284668
"149",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat",99,9617,-0.0656079772859812,-0.00463589839637279,-3.16651890426874
"150",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat",7434,268973,0.00377895515412106,-0.00355556514114142,-1.34664695337415
"151",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat",7656,277073,-0.0221380531787872,-0.00318655371665955,-1.71738255023956
"152",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23378_0.mat",7118,269851,-0.0174166436307135,-0.00441248202696442,-2.11332568340004
"153",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23378_0.mat",7335,277659,-0.0194445190019904,-0.00332483043894172,-1.7188225556165
"154",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23455_4.mat",36,4967,0.00755583271384234,0.00174020603299141,0.847199067473411
"155",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23455_4.mat",84,6691,-0.0240113915875552,-0.00477845873683691,-2.39161132648587
"156",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23564_6.mat",86,42041,-0.031426221691072,-0.00476775784045458,-2.53562757000327
"157",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23702_13.mat",2018,100441,-0.0449329078197479,-0.00301805138587952,-2.10587871074676
"158",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23702_2.mat",120,5525,-0.0328322295099496,-0.00362720899283886,-2.10752818733454
"159",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23712_0.mat",51,7345,-0.08469966230914,-0.00375613430514931,-3.19644696824253
"160",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_23712_2.mat",6100,224709,-0.00252890950068822,-0.00396986724808812,-1.63852508924901
"161",31.7562,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_26256_13.mat",3069,299145,0.00671437652781614,-0.0038426429964602,-1.40276966802776
"162",31.7562,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_0.mat",177,9897,-0.00145509708672746,-0.00518145319074393,-2.10168321803212
"163",31.7562,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_3.mat",1239,90425,0.0108739754185083,-0.00406151544302702,-1.40712666884064
"164",31.7562,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26340_6.mat",4809,176483,-0.0245149288326503,-0.00442959181964397,-2.26213530451059
"165",31.7562,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_1.mat",461,19039,-0.0503100715577601,-0.00148667767643929,-1.60087250173092
"166",31.7562,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_3.mat",93,4245,0.0146144200116401,-0.00501220859587194,-1.71259503811597
"167",31.7562,35.1876,2,"JET_83-108-70_D_OC_MX_3.9_26346_5.mat",58,2859,-0.053172953613102,-0.00513494666665793,-3.11743773892521
"168",31.7562,35.1876,2,"JET_83-108-70_N_CL_MX_3.9_26435_3.mat",4085,151797,-0.016669744439423,-0.00397772993892431,-1.92448686435819
"169",31.7564,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_11.mat",2606,99065,8.950959891102e-05,-0.0031741475686431,-1.26786883547902
"170",31.7564,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",764,46559,0.00322550004348182,-0.00383442221209407,-1.46925888396799
"171",31.7564,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_14.mat",1112,59591,-0.00308680981397597,-0.00370917469263078,-1.54540607333183
"172",31.7564,35.1876,2,"JET_58-425-73_D_CL_UR_3.9_22811_3.mat",65,3333,0.0209783248603346,-0.00380232557654381,-1.10136373341083
"173",31.7564,35.1876,2,"JET_58-425-73_N_CL_MX_3.9_26193_4.mat",6229,249611,0.00315305013209613,-0.00390066299587489,-1.49720419570803
"174",31.7564,35.1876,2,"JET_58_425_73_D_CL_MX_3.9_26338_12.mat",111,12593,-0.0310331692919127,-0.00454159546643497,-2.43730157241224
"175",31.7564,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8030,359287,0.00615510810166597,-0.00430769566446543,-1.59997610375285
"176",31.7564,35.1876,2,"JET_58_425_73_N_R_N_MX_3.9_26391_2.mat",8737,384739,0.0231806727126246,-0.00385695789009334,-1.07916970178484
"177",31.7564,35.1876,2,"JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat",98,9581,-0.0136014910414815,-0.00611513759940863,-2.71808486059308
