file_id,gps_frame_pos,lat_floor,lon_floor,direction,frame_idx,lat_real,lon_real,speed,num_lanes,dX,dY,dZ,yaw,pitch,roll
6,3241,7.9481e+08,8.7996e+08,0,1.241e+05,31.792,35.198,17.954,3,0.074882,-0.11435,-2.0078,0.00098901,3.0654e-05,-0.0002045
6,3240,7.9481e+08,8.7996e+08,0,1.2407e+05,31.792,35.198,18.529,3,0.07766,-0.11373,-2.0741,0.0004654,0.00071614,-0.00038052
6,3239,7.9482e+08,8.7996e+08,0,1.2405e+05,31.793,35.198,18.743,3,0.076559,-0.11033,-2.0754,-0.0018617,0.0002946,-0.00069826
6,3238,7.9482e+08,8.7996e+08,0,1.24e+05,31.793,35.198,18.443,3,0.07132,-0.10354,-2.0432,-0.0023271,0.0023573,-0.0013014
6,3236,7.9483e+08,8.7996e+08,0,1.2392e+05,31.793,35.198,18.096,3,0.070797,-0.10179,-2.0021,-0.0032773,-0.00025777,-0.0012163
6,3253,7.9476e+08,8.7997e+08,0,1.2454e+05,31.791,35.199,17.129,3,0.071277,-0.10156,-1.8969,0.0037427,0.00014237,-0.00033759
6,3195,7.9497e+08,8.7997e+08,1,1.2234e+05,31.799,35.199,17.701,3,0.07494,-0.10324,-1.9603,0.0070201,0.0028329,-0.0021012
6,3189,7.9498e+08,8.8e+08,1,1.2212e+05,31.799,35.2,17.532,3,0,0,0,0,0,0
6,3188,7.9498e+08,8.8e+08,1,1.2209e+05,31.799,35.2,17.682,3,0.076243,-0.10632,-1.9772,0.0075631,0.001146,0.00083984
6,3187,7.9498e+08,8.8001e+08,1,1.2207e+05,31.799,35.2,17.765,3,0.083625,-0.10439,-1.967,0.0084357,0.00067858,-0.004566
6,3186,7.9498e+08,8.8001e+08,1,1.2202e+05,31.799,35.2,17.89,3,0.077294,-0.10321,-1.9846,0.011732,-0.00052208,-0.0025783
6,3185,7.9498e+08,8.8002e+08,1,1.2198e+05,31.799,35.201,17.926,4,0.075265,-0.10489,-1.9877,0.0093666,0.0015005,0.00052228
6,3184,7.9498e+08,8.8002e+08,1,1.2194e+05,31.799,35.201,18.232,4,0.078266,-0.11214,-2.0208,0.0022689,-0.0022783,-0.00020436
6,3183,7.9498e+08,8.8003e+08,1,1.2191e+05,31.799,35.201,18.64,4,0.078115,-0.11559,-2.0666,0.0018617,1.1202e-05,-0.0016816
6,3182,7.9498e+08,8.8003e+08,1,1.2189e+05,31.799,35.201,18.915,4,0.083296,-0.1147,-2.098,0.0013381,-0.0016254,-0.0044668
6,3181,7.9498e+08,8.8004e+08,1,1.2184e+05,31.799,35.201,19.302,4,0.078896,-0.11327,-2.1385,0.0018035,-0.0015821,-0.0021799
6,3180,7.9498e+08,8.8004e+08,1,1.218e+05,31.799,35.202,19.232,4,0.074574,-0.10914,-2.1293,-0.0033355,0.00092511,0.0008613
6,3179,7.9498e+08,8.8005e+08,1,1.2176e+05,31.799,35.202,19.127,4,0,0,0,0,0,0
6,3178,7.9498e+08,8.8005e+08,1,1.2173e+05,31.799,35.202,19.154,4,0.065039,-0.11336,-2.1224,-0.00093083,-0.0021019,-0.00095263
6,788,7.9504e+08,8.8015e+08,1,29931,31.801,35.206,16.665,3,0.058937,-0.10979,-1.8469,-0.0004654,0.00086107,0.0014477
6,784,7.9503e+08,8.8017e+08,1,29787,31.801,35.207,16.076,3,0.057014,-0.10944,-1.7773,-0.00087266,0.0013031,0.0015872
6,781,7.9502e+08,8.8018e+08,1,29675,31.801,35.207,15.762,3,0.062674,-0.10444,-1.7456,-0.0013962,-0.00057933,-0.00074976
6,778,7.9502e+08,8.8019e+08,1,29571,31.801,35.208,17.357,3,0.064647,-0.11323,-1.9206,-0.00044602,-0.00024444,-0.00026983
6,776,7.9501e+08,8.802e+08,1,29495,31.8,35.208,17.671,3,0.066458,-0.12378,-1.9595,0,-0.0012798,5.9126e-05
6,773,7.9501e+08,8.8021e+08,1,29391,31.8,35.208,18.415,4,0.072955,-0.12464,-2.0433,-0.00093083,0.00061482,-0.00040332
6,771,7.95e+08,8.8022e+08,1,29315,31.8,35.209,18.182,4,0.071272,-0.12004,-2.0283,-0.0032773,0.00084641,-0.00059458
6,770,7.95e+08,8.8022e+08,1,29283,31.8,35.209,17.849,3,0.066354,-0.11095,-1.9736,-0.0028119,0.0018378,0.0011295
6,767,7.95e+08,8.8023e+08,1,29191,31.8,35.209,16.946,3,0.06228,-0.10994,-1.8749,0.0004654,-0.00041157,7.9452e-05
6,766,7.95e+08,8.8024e+08,1,29135,31.8,35.209,16.346,3,0.059016,-0.10637,-1.8089,-0.0013962,-0.0023414,0.0015816
6,765,7.95e+08,8.8024e+08,1,29099,31.8,35.21,15.91,3,0.062527,-0.10047,-1.7627,-0.0018617,-0.0019618,-0.0012283
6,762,7.9499e+08,8.8025e+08,1,29007,31.8,35.21,14.398,3,0.050035,-0.091007,-1.5926,-0.0018617,0.0011783,0.0015417
6,761,7.9499e+08,8.8026e+08,1,28959,31.8,35.21,13.537,3,0.048896,-0.089822,-1.4952,-0.0032579,1.1447e-05,-0.0018609
6,759,7.9499e+08,8.8026e+08,1,28883,31.8,35.21,13.451,2,0.042945,-0.092724,-1.4909,-0.0013962,0.00072566,0.00094779
6,758,7.9499e+08,8.8027e+08,1,28847,31.8,35.211,13.443,2,0.04304,-0.08497,-1.4854,-0.0014544,0.0022549,0.00074204
6,756,7.9499e+08,8.8027e+08,1,28779,31.8,35.211,12.554,2,0.036209,-0.08023,-1.3862,-0.0037427,0.0013935,0.0012271
6,754,7.9499e+08,8.8028e+08,1,28703,31.8,35.211,11.77,2,0.032737,-0.074145,-1.2992,-0.0009696,-0.0013521,0.0028024
6,753,7.9499e+08,8.8028e+08,1,28671,31.8,35.211,11.551,2,0.042063,-0.069692,-1.2746,-0.0018617,-0.0017288,-0.0011085
6,751,7.9499e+08,8.8029e+08,1,28595,31.8,35.211,10.217,2,0,0,0,0,0,0
6,748,7.9499e+08,8.8029e+08,1,28487,31.8,35.212,6.5755,2,0.015304,-0.040007,-0.71868,0.0004654,-0.00034844,0.0026271
6,705,7.9499e+08,8.803e+08,1,26939,31.8,35.212,3.9003,2,0.011802,-0.028935,-0.43642,0,-0.00057728,0.0017035
6,702,7.9499e+08,8.803e+08,1,26851,31.8,35.212,6.056,2,0.021177,-0.042518,-0.67676,-0.0004654,0.001604,-0.00023286
6,699,7.9499e+08,8.8031e+08,1,26727,31.8,35.212,9.7202,2,0.034866,-0.077583,-1.0878,-0.00040723,0.0021562,-0.0015069
6,696,7.95e+08,8.8032e+08,1,26615,31.8,35.213,12.495,2,0.048477,-0.080505,-1.3976,0.00098901,0.00032452,9.2079e-05
6,695,7.95e+08,8.8032e+08,1,26583,31.8,35.213,12.44,2,0.047021,-0.078548,-1.3767,0.00087266,0.004399,-0.00014436
6,693,7.95e+08,8.8033e+08,1,26511,31.8,35.213,12.24,2,0.044034,-0.077183,-1.3668,0.0005042,-0.0014459,-0.00013627
6,3048,7.9517e+08,8.8037e+08,1,1.1669e+05,31.807,35.215,14.726,3,0.057359,-0.089651,-1.6315,3.8764e-05,-0.0018205,0.0005223
6,3044,7.9517e+08,8.8039e+08,1,1.1651e+05,31.807,35.216,15.285,3,0.063726,-0.097572,-1.6936,0.0023271,-0.0010155,-0.0010467
6,3040,7.9516e+08,8.8041e+08,1,1.1633e+05,31.806,35.216,13.359,3,0.053435,-0.08758,-1.4807,0.0013962,0.00099388,-0.002479
6,3034,7.9516e+08,8.8043e+08,1,1.1604e+05,31.806,35.217,8.3229,3,0.036093,-0.058903,-0.92447,0.0013962,0.0023826,-0.0030537
7,1213,7.9503e+08,8.8015e+08,1,63325,31.801,35.206,6.545,2,0.023104,-0.037168,-0.72396,-0.0013962,-0.0004196,-0.00073594
7,1214,7.9503e+08,8.8015e+08,1,63377,31.801,35.206,5.9755,2,0.025332,-0.037734,-0.66731,0.0013962,-0.0030491,0.0001712
7,1220,7.9502e+08,8.8016e+08,1,63577,31.801,35.206,7.5423,2,0.028153,-0.040125,-0.83559,-0.00044602,0.00080633,0.0003604
7,1221,7.9502e+08,8.8016e+08,1,63613,31.801,35.207,7.6089,2,0.02802,-0.045665,-0.84531,0.0004654,-0.00065429,0.00029784
7,1226,7.9502e+08,8.8017e+08,1,63793,31.801,35.207,5.7254,2,0.021431,-0.034525,-0.63434,0.00093083,-6.2386e-07,0.00064515
7,1227,7.9502e+08,8.8017e+08,1,63829,31.801,35.207,5.906,2,0.020076,-0.032102,-0.65504,0.0005042,0.000274,-3.0049e-06
7,1228,7.9502e+08,8.8017e+08,1,63865,31.801,35.207,5.5532,2,0.016153,-0.03492,-0.61825,0.0018035,-0.0014563,0.0010785
7,1236,7.9501e+08,8.8018e+08,1,64153,31.801,35.207,1.1918,3,0.00072601,-0.0058819,-0.12969,0.0036846,0.00030512,0.00029535
7,1237,7.9501e+08,8.8018e+08,1,64189,31.801,35.207,0.91951,3,0.0024119,-0.0055999,-0.10684,0.0028119,0.0002472,-0.0008757
7,1238,7.9501e+08,8.8018e+08,1,64225,31.801,35.207,0,3,0,0,0,0.00052358,-0,0
7,1239,7.9501e+08,8.8018e+08,1,64277,31.801,35.207,0,3,0,0,0,0.0004654,-0,0
7,1240,7.9501e+08,8.8018e+08,1,64297,31.801,35.207,0,3,0,0,0,0.0004654,-0,0
7,1241,7.9501e+08,8.8018e+08,1,64333,31.801,35.207,0.44725,3,-0.002044,-0.0016243,-0.040431,0.0018617,-0.0011663,0.00087047
7,1242,7.9501e+08,8.8018e+08,1,64369,31.801,35.207,2.3807,3,0.0014137,-0.0053331,-0.25641,0.005682,0.00027421,-0.00027146
7,1243,7.9501e+08,8.8018e+08,1,64405,31.801,35.207,2.703,3,-0.010672,-0.0093319,-0.29926,-0.0027925,0.00047234,0.0028982
7,1244,7.9501e+08,8.8018e+08,1,64457,31.801,35.207,3.8781,4,-0.0048355,-0.013185,-0.42432,-0.0047318,0.0004438,0.0019356
7,1245,7.9501e+08,8.8018e+08,1,64477,31.801,35.207,4.4253,4,-0.0024201,-0.019684,-0.48518,-0.0042082,0.0010643,0.0017458
7,1246,7.9501e+08,8.8018e+08,1,64513,31.801,35.207,5.4088,4,0.0084837,-0.029451,-0.59473,-0.0028119,0.00076179,0.0011926
7,1253,7.9501e+08,8.8019e+08,1,64765,31.8,35.208,5.2337,4,0.023961,-0.028369,-0.58298,0.0004654,0.0023134,-0.001672
7,1254,7.9501e+08,8.8019e+08,1,64813,31.8,35.208,3.7586,4,0.012333,-0.026285,-0.42283,0.00093083,6.3821e-05,0.0011662
7,1256,7.9501e+08,8.802e+08,1,64873,31.8,35.208,2.5224,4,0.0054721,-0.013196,-0.28218,0.00098901,-0.00057517,0.0012455
7,1257,7.9501e+08,8.802e+08,1,64909,31.8,35.208,2.4919,4,0.0054781,-0.014633,-0.2754,0.00087266,0.00026531,0.0011231
7,1258,7.9501e+08,8.802e+08,1,64945,31.8,35.208,3.0002,4,0.011076,-0.016993,-0.3292,0.0013962,-0.00040518,0.00043821
7,1259,7.9501e+08,8.802e+08,1,64997,31.8,35.208,3.9864,4,0.014506,-0.021515,-0.43817,0.0028119,7.9002e-06,-0.00091504
7,1260,7.9501e+08,8.802e+08,1,65017,31.8,35.208,4.3503,4,0.016622,-0.022315,-0.48528,0.0037427,0.0016894,1.2478e-05
7,1261,7.9501e+08,8.802e+08,1,65053,31.8,35.208,3.4086,4,0.0063263,-0.020588,-0.38824,-0.0037427,0.0012689,0.0010675
7,1267,7.95e+08,8.802e+08,1,65269,31.8,35.208,5.3421,4,0.024602,-0.024091,-0.58651,0.0013962,0.00059108,-0.00099935
7,1268,7.95e+08,8.802e+08,1,65305,31.8,35.208,5.7338,4,0.027552,-0.033196,-0.63412,0.0028119,0.00033669,0.00050565
7,1270,7.95e+08,8.8021e+08,1,65377,31.8,35.208,6.0505,4,0.029507,-0.036793,-0.66656,0.0046736,-0.0004034,0.0010768
7,1271,7.95e+08,8.8021e+08,1,65413,31.8,35.208,6.2894,4,0.023754,-0.031719,-0.69567,0.0046154,0.0012737,-0.00038557
7,1278,7.95e+08,8.8022e+08,1,65665,31.8,35.209,4.5976,4,0.017387,-0.030284,-0.51169,0,-0.002619,0.00094032
7,1279,7.95e+08,8.8022e+08,1,65717,31.8,35.209,3.403,4,0.012973,-0.021966,-0.38064,0.0004654,-0.00058523,0.0017685
7,1281,7.95e+08,8.8022e+08,1,65773,31.8,35.209,2.6002,4,0.0072742,-0.013166,-0.28662,0.0004654,-8.7206e-05,0.00057646
7,1282,7.95e+08,8.8022e+08,1,65809,31.8,35.209,3.203,4,0.011603,-0.01625,-0.35188,0.0004654,6.4925e-05,-0.00040593
7,1283,7.95e+08,8.8022e+08,1,65845,31.8,35.209,4.0975,4,0.019497,-0.021495,-0.45189,0.0018617,0.00041464,-0.00044578
7,1284,7.95e+08,8.8022e+08,1,65897,31.8,35.209,3.0669,4,0.010274,-0.019073,-0.34487,0.00093083,-0.00018236,0.00019572
7,1285,7.95e+08,8.8022e+08,1,65917,31.8,35.209,2.6002,4,0.010966,-0.016471,-0.29181,0.0004654,-0.0014844,-0.00042873
7,1286,7.95e+08,8.8022e+08,1,65953,31.8,35.209,1.8418,4,0.006134,-0.012511,-0.20849,0.0004654,-0.00025518,6.9559e-05
7,1311,7.9499e+08,8.8023e+08,1,66853,31.8,35.209,6.0671,3,0.030827,-0.022252,-0.67129,0.0018617,-0.0049164,-0.0006306
7,1313,7.9499e+08,8.8024e+08,1,66925,31.8,35.209,5.8977,3,0.030497,-0.034839,-0.65944,0.00093083,-0.001628,-0.0012265
7,1314,7.9499e+08,8.8024e+08,1,66977,31.8,35.209,5.9171,3,0.029505,-0.032286,-0.65497,0.0018035,-6.3506e-06,0.00086388
7,1315,7.9499e+08,8.8024e+08,1,66997,31.8,35.21,5.9282,3,0.026258,-0.035078,-0.66261,0.0023271,-0.00075426,-0.00011234
7,1317,7.9499e+08,8.8024e+08,1,67069,31.8,35.21,5.4671,3,0.022747,-0.035642,-0.6095,0.00093083,0.001105,-0.0011561
7,1318,7.9499e+08,8.8024e+08,1,67105,31.8,35.21,4.4337,3,0.019175,-0.029461,-0.49065,0.00093083,-0.0001932,3.9337e-05
7,1346,7.9499e+08,8.8025e+08,1,68113,31.8,35.21,4.067,3,0.019337,-0.018988,-0.44498,0.00093083,0.00046442,0.00054715
7,1347,7.9499e+08,8.8025e+08,1,68149,31.8,35.21,5.1282,3,0.020028,-0.025052,-0.56145,5.8175e-05,0.0001576,-0.00058289
7,1348,7.9499e+08,8.8025e+08,1,68185,31.8,35.21,5.7088,3,0.027278,-0.028916,-0.6319,0.0018617,0.00029065,-0.00123
7,1350,7.9499e+08,8.8026e+08,1,68257,31.8,35.21,6.8283,3,0.031405,-0.037856,-0.7583,0.0023271,-0.0010525,0.00070557
7,1351,7.9499e+08,8.8026e+08,1,68293,31.8,35.21,6.6616,3,0,0,0,0,0,0
7,1353,7.9499e+08,8.8026e+08,1,68365,31.8,35.21,6.0255,3,0.02867,-0.031551,-0.66594,0,-0.0014845,-9.1766e-05
7,1354,7.9499e+08,8.8026e+08,1,68417,31.799,35.21,6.9283,3,0.031095,-0.036431,-0.76313,0.0018617,0.0017197,-0.00035487
7,1356,7.9499e+08,8.8027e+08,1,68473,31.799,35.211,7.4311,3,0.037804,-0.048593,-0.827,0.0060893,0.0021597,0.0010031
7,1357,7.9499e+08,8.8027e+08,1,68509,31.799,35.211,6.0338,3,0.042358,-0.038929,-0.67831,0.0056238,0.0034117,-0.0032667
7,1359,7.9499e+08,8.8027e+08,1,68597,31.799,35.211,0.32779,3,0.00044871,-0.0019802,-0.044721,0.00093083,0.00015392,0.00082217
7,1360,7.9499e+08,8.8027e+08,1,68617,31.799,35.211,0,3,0,0,0,0.00087266,-0,0
7,1361,7.9499e+08,8.8027e+08,1,68653,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1362,7.9499e+08,8.8027e+08,1,68689,31.799,35.211,0,3,0,0,0,0.00087266,-0,0
7,1363,7.9499e+08,8.8027e+08,1,68725,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1364,7.9499e+08,8.8027e+08,1,68777,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1365,7.9499e+08,8.8027e+08,1,68797,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1366,7.9499e+08,8.8027e+08,1,68833,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1367,7.9499e+08,8.8027e+08,1,68869,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1368,7.9499e+08,8.8027e+08,1,68905,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1369,7.9499e+08,8.8027e+08,1,68957,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1370,7.9499e+08,8.8027e+08,1,68977,31.799,35.211,0,3,0,0,0,0.00044602,-0,0
7,1371,7.9499e+08,8.8027e+08,1,69013,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1372,7.9499e+08,8.8027e+08,1,69049,31.799,35.211,0,3,0,0,0,0.0005042,-0,0
7,1373,7.9499e+08,8.8027e+08,1,69085,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1374,7.9499e+08,8.8027e+08,1,69137,31.799,35.211,0,3,0,0,0,5.8175e-05,-0,0
7,1375,7.9499e+08,8.8027e+08,1,69157,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1376,7.9499e+08,8.8027e+08,1,69193,31.799,35.211,0,3,0,0,0,5.8175e-05,-0,0
7,1377,7.9499e+08,8.8027e+08,1,69229,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1378,7.9499e+08,8.8027e+08,1,69265,31.799,35.211,0,3,0,0,0,0.00087266,-0,0
7,1379,7.9499e+08,8.8027e+08,1,69317,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1380,7.9499e+08,8.8027e+08,1,69337,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1381,7.9499e+08,8.8027e+08,1,69373,31.799,35.211,0,3,0,0,0,0.00087266,-0,0
7,1382,7.9499e+08,8.8027e+08,1,69409,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1383,7.9499e+08,8.8027e+08,1,69445,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1384,7.9499e+08,8.8027e+08,1,69497,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1385,7.9499e+08,8.8027e+08,1,69517,31.799,35.211,0,3,0,0,0,0.00044602,-0,0
7,1386,7.9499e+08,8.8027e+08,1,69553,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1387,7.9499e+08,8.8027e+08,1,69589,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
7,1388,7.9499e+08,8.8027e+08,1,69625,31.799,35.211,0,3,0,0,0,0.0004654,-0,0
