lat,lon,direction,filename,filename_idx,gps_frame_pos
1731,31.7592,35.1932,1,JET_83-108-70_D_CL_MX_3.9_23564_5.mat,209
795,31.7592,35.1932,1,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
788,31.7592,35.1932,1,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1924,31.7592,35.1932,1,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
514,31.7592,35.1932,1,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
5627,31.7592,35.1932,1,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2501,31.7592,35.1932,1,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1003,31.7592,35.1932,1,JET_83-108-70_D_OC_MX_3.9_26346_2.mat,286
320,31.7592,35.1932,1,JET_83-108-70_D_RN_MX_3.9_26395_2.mat,299
1272,31.7592,35.1932,1,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3835,31.7592,35.1932,1,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
469,31.7802,35.1952,1,JET-58-425-73_D_CL_UR_3.9_22257_20.mat,6
3319,31.7802,35.1952,1,JET_58-425-73_D_CL_MX_3.9_23716_1.mat,34
245,31.7802,35.1952,1,JET_58-425-73_D_CL_MX_3.9_27622_0.mat,45
4163,31.7802,35.1952,1,JET_58-425-73_D_CL_MX_3.9_27622_1.mat,46
2564,31.7802,35.1952,1,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
388,31.7802,35.1952,1,JET_58-425-73_D_OC_MX_3.9_26582_3.mat,76
6378,31.7802,35.1952,1,JET_58-425-73_D_OC_MX_3.9_26582_4.mat,77
396,31.7802,35.1952,1,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
5608,31.7802,35.1952,1,JET_58_425_73_D_CL_MX_3.9_26338_7.mat,120
1231,31.7802,35.1952,1,JET_58_425_73_D_CL_MX_3.9_26489_1.mat,123
436,31.7802,35.1952,1,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
7210,31.7802,35.1952,1,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11202,31.7802,35.1952,1,JET_83-108-70_D_CL_MX_3.9_23504_7.mat,200
336,31.7802,35.1952,1,JET_83-108-70_D_CL_MX_3.9_23702_1.mat,213
656,31.7802,35.1952,1,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
1814,31.7802,35.1952,1,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
392,31.7802,35.1952,1,JET_83-108-70_D_CL_MX_3.9_25154_4.mat,234
2376,31.7802,35.1952,1,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
2708,31.7802,35.1952,1,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
886,31.7802,35.1952,1,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4472,31.7802,35.1952,1,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
3723,31.7802,35.1952,1,JET_83-108-70_n_CL_UR_3.9_22749_3.mat,326
44,31.7802,35.1952,1,JET_83-168-70_D_CL_MX_3.9_22357_7.mat,331
326,31.7944,35.1674,2,JET_58-425-73_D_CL_MX_3.9_1_26619_5.mat,22
2164,31.7944,35.1674,2,JET_58-425-73_D_CL_MX_3.9_23645_0.mat,28
1153,31.7944,35.1674,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1987,31.7944,35.1674,2,JET_58-425-73_D_OC_MX_3.9_23641_2.mat,71
1368,31.7944,35.1674,2,JET_58-425-73_N_CL_MX_3.9_27624_10.mat,95
784,31.7944,35.1674,2,JET_58_425_73_D_CL_MX_3.9_26354_0.mat,121
562,31.7944,35.1674,2,JET_58_425_73_D_OC_MX_3.9_26349_1.mat,132
452,31.7944,35.1674,2,JET_58_425_73_D_RN_MX_3.9_26355_0.mat,139
817,31.7944,35.1674,2,JET_58_425_73_D_RN_MX_3.9_26355_3.mat,142
836,31.7944,35.1674,2,JET_58_425_73_N_RN_MX_3.9_26356_3.mat,151
1955,31.7944,35.1674,2,JET_83-108-70_D_CL_MX_3.9_1_25155_2.mat,166
976,31.7944,35.1674,2,JET_83-108-70_D_CL_MX_3.9_23199_7.mat,184
562,31.7944,35.1674,2,JET_83-108-70_D_CL_MX_3.9_23204_1.mat,187
485,31.7944,35.1674,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
2197,31.7944,35.1674,2,JET_83-108-70_D_CL_MX_3.9_23537_0.mat,201
584,31.7944,35.1674,2,JET_83-108-70_D_CL_MX_3.9_23702_8.mat,221
3524,31.7944,35.1674,2,JET_83-108-70_D_CL_MX_3.9_26434_3.mat,257
1029,31.7944,35.1674,2,JET_83-108-70_D_OC_MX_3.9_23501_0.mat,275
714,31.7944,35.1674,2,JET_83-108-70_D_OC_MX_3.9_23560_0.mat,276
2333,31.7944,35.1674,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
1408,31.7944,35.1674,2,JET_83-108-70_D_RN_MX_3.9_26258_4.mat,294
399,31.7944,35.1674,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
755,31.7944,35.1674,2,JET_83-108-70_U_CL_MX_3.9_23205_0.mat,318
1050,31.7944,35.1674,2,JET_83-108-70_U_CL_MX_3.9_23377_0.mat,319
375,31.7944,35.1674,2,JET_83-108-70_U_OC_MX_3.9_23451_0.mat,320
263,31.7558,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
768,31.7558,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1117,31.7558,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
69,31.7558,35.1876,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6233,31.7558,35.1876,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
116,31.7558,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8035,31.7558,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8742,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11482,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
102,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7120,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7338,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
87,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
89,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
2021,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
123,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
54,31.7558,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
6102,31.7558,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
179,31.7558,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1242,31.7558,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4813,31.7558,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_1.mat,285
464,31.7558,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_3.mat,287
96,31.7558,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_5.mat,288
60,31.7558,35.1876,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
4088,31.756,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1116,31.756,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
67,31.756,35.1876,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6232,31.756,35.1876,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
114,31.756,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8033,31.756,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8740,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11481,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
100,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7435,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7658,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7119,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7337,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
85,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
88,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
2019,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
121,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
52,31.756,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
6101,31.756,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
178,31.756,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1241,31.756,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4811,31.756,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_1.mat,285
463,31.756,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_3.mat,287
94,31.756,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_5.mat,288
59,31.756,35.1876,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
4086,31.7562,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_11.mat,59
2607,31.7562,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1114,31.7562,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
66,31.7562,35.1876,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6230,31.7562,35.1876,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
112,31.7562,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8031,31.7562,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8738,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11480,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
99,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7434,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7656,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7118,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7335,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
36,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
84,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
86,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
2018,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
120,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
51,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
6100,31.7562,35.1876,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
3069,31.7562,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
177,31.7562,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1239,31.7562,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4809,31.7562,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_1.mat,285
461,31.7562,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_3.mat,287
93,31.7562,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_5.mat,288
58,31.7562,35.1876,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
4085,31.7564,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_11.mat,59
2606,31.7564,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
764,31.7564,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1112,31.7564,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
65,31.7564,35.1876,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6229,31.7564,35.1876,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
111,31.7564,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8030,31.7564,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8737,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
98,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7433,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7655,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7117,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7334,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
82,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
85,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
2017,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
119,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
50,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
6098,31.7564,35.1876,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
3067,31.7564,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
175,31.7564,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1237,31.7564,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4807,31.7564,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_1.mat,285
460,31.7564,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_3.mat,287
92,31.7564,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_5.mat,288
57,31.7564,35.1876,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
4084,31.7566,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_11.mat,59
2605,31.7566,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
763,31.7566,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1111,31.7566,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
63,31.7566,35.1876,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6227,31.7566,35.1876,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
109,31.7566,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8028,31.7566,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8735,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
96,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7432,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7654,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7116,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7332,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
81,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
83,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
2015,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
118,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
48,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
6097,31.7566,35.1876,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
3066,31.7566,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
174,31.7566,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1236,31.7566,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4805,31.7566,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_1.mat,285
459,31.7566,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_3.mat,287
90,31.7566,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_5.mat,288
55,31.7566,35.1876,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
4082,31.7568,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_11.mat,59
2604,31.7568,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
761,31.7568,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1109,31.7568,35.1876,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
62,31.7568,35.1876,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6226,31.7568,35.1876,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
107,31.7568,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8026,31.7568,35.1876,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8733,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11478,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
95,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7431,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7652,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7114,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7331,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
79,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
82,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
2014,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
116,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
47,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
6095,31.7568,35.1876,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
3065,31.7568,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
173,31.7568,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1234,31.7568,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4804,31.7568,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_3.mat,287
89,31.7568,35.1876,2,JET_83-108-70_D_OC_MX_3.9_26346_5.mat,288
54,31.7568,35.1876,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
4081,31.7552,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
772,31.7552,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1123,31.7552,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
74,31.7552,35.1878,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6238,31.7552,35.1878,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
121,31.7552,35.1878,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8040,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11485,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
106,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7440,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7124,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7342,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23455_4.mat,192
91,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
94,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23702_13.mat,216
2025,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
126,31.7552,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
58,31.7552,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
183,31.7552,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1248,31.7552,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4972,31.7552,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26346_1.mat,285
468,31.7552,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26346_3.mat,287
99,31.7554,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
771,31.7554,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1121,31.7554,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
72,31.7554,35.1878,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6237,31.7554,35.1878,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
119,31.7554,35.1878,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8038,31.7554,35.1878,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8746,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_4.mat,162
11484,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
105,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7439,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
7661,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7123,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23378_0.mat,189
7341,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23564_6.mat,210
92,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23702_2.mat,217
125,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23712_0.mat,223
57,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_23712_2.mat,224
6105,31.7554,35.1878,2,JET_83-108-70_D_CL_MX_3.9_26256_13.mat,241
3073,31.7554,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26340_0.mat,279
182,31.7554,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26340_3.mat,282
1246,31.7554,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26340_6.mat,284
4821,31.7554,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26346_1.mat,285
467,31.7554,35.1878,2,JET_83-108-70_D_OC_MX_3.9_26346_5.mat,288
63,31.7554,35.1878,2,JET_83-108-70_N_CL_MX_3.9_26435_3.mat,309
4090,31.7572,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_11.mat,59
2601,31.7572,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
758,31.7572,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_14.mat,62
1105,31.7572,35.1878,2,JET_58-425-73_D_CL_UR_3.9_22811_3.mat,64
59,31.7572,35.1878,2,JET_58-425-73_N_CL_MX_3.9_26193_4.mat,91
6222,31.7572,35.1878,2,JET_58_425_73_D_CL_MX_3.9_26338_12.mat,115
104,31.7572,35.1878,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8023,31.7572,35.1878,2,JET_58_425_73_N_R_N_MX_3.9_26391_2.mat,156
8729,31.7572,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_5.mat,163
91,31.7572,35.1878,2,JET_83-108-70_D_CL_MX_3.9_1_23508_6.mat,164
